Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44552,Canário,C2910,P4134,322,77,24794
44552,Canário,C4124,P3126,278,147,40866
44552,Canário,C4488,P9341,119,54,6426
44552,Canário,C4616,P2925,125,30,3750
44552,Canário,C4735,P7378,220,153,33660
44552,Canário,C5876,P7101,76,124,9424
44552,Canário,C7154,P9030,81,43,3483
44552,Canário,C7362,P9431,142,83,11786
44552,Canário,C7454,P4963,64,79,5056
44552,Canário,C7620,P3964,252,100,25200
44552,Canário,C7757,P9460,103,152,15656
44552,Canário,C9094,P6943,160,193,30880
44552,Canário,C9304,P8109,237,50,11850
44552,Canário,C9451,P6501,222,106,23532
44552,Canário,C9518,P6167,77,85,6545
44552,Canário,C9640,P9439,113,89,10057
44553,Canário,C1122,P9616,207,191,39537
44553,Canário,C1736,P5342,281,55,15455
44553,Canário,C1986,P3398,281,197,55357
44553,Canário,C2327,P5221,187,136,25432
44553,Canário,C2682,P9724,141,130,18330
44553,Canário,C2685,P1943,389,143,55627
44553,Canário,C3104,P2329,76,112,8512
44553,Canário,C3402,P4842,244,164,40016
44553,Canário,C4446,P7195,130,70,9100
44553,Canário,C6286,P9064,360,91,32760
44553,Canário,C7546,P5440,269,156,41964
44553,Canário,C8644,P6143,269,197,52993
44553,Canário,C8730,P4018,21,198,4158
44553,Canário,C9998,P5870,40,138,5520
44554,Canário,C1329,P6416,394,127,50038
44554,Canário,C5276,P7599,26,71,1846
44554,Canário,C7884,P6043,318,82,26076
44554,Canário,C9359,P2132,259,159,41181
44555,Canário,C1857,P4267,325,182,59150
44555,Canário,C2352,P6195,104,91,9464
44555,Canário,C2700,P9731,287,136,39032
44555,Canário,C4269,P7807,174,70,12180
44555,Canário,C5242,P3565,49,87,4263
44555,Canário,C8378,P3916,380,72,27360
44555,Canário,C9120,P1772,226,97,21922
44555,Canário,C9428,P7671,371,83,30793
44556,Canário,C1889,P3190,296,90,26640
44556,Canário,C2383,P3008,41,15,615
44556,Canário,C2843,P1485,392,49,19208
44556,Canário,C3697,P3735,247,70,17290
44556,Canário,C4373,P8544,221,25,5525
44556,Canário,C7481,P1155,46,193,8878
44556,Canário,C8199,P7655,167,127,21209
44556,Canário,C8324,P6164,166,141,23406
44557,Canário,C1723,P3443,382,104,39728
44557,Canário,C3689,P7877,328,58,19024
44557,Canário,C3751,P5395,353,159,56127
44557,Canário,C3816,P7151,342,79,27018
44557,Canário,C4905,P4033,33,32,1056
44557,Canário,C5936,P9580,127,20,2540
44557,Canário,C6380,P9867,90,74,6660
44557,Canário,C7794,P8748,178,50,8900
44557,Canário,C9533,P8862,259,45,11655
44558,Canário,C1599,P1061,131,71,9301
44558,Canário,C2317,P5906,61,27,1647
44558,Canário,C4546,P2510,389,141,54849
44558,Canário,C4682,P6807,281,31,8711
44558,Canário,C5905,P9621,157,190,29830
44558,Canário,C8812,P6834,291,143,41613
44558,Canário,C8981,P8709,136,155,21080
44558,Canário,C9001,P4082,173,80,13840
44559,Canário,C1045,P9888,110,138,15180
44559,Canário,C1127,P9379,255,32,8160
44559,Canário,C2153,P4978,87,113,9831
44559,Canário,C2717,P6592,10,44,440
44559,Canário,C3887,P9109,87,133,11571
44559,Canário,C4226,P4768,244,169,41236
44559,Canário,C5205,P4620,24,191,4584
44559,Canário,C5228,P2866,108,107,11556
44559,Canário,C5233,P3359,138,199,27462
44559,Canário,C7011,P5600,310,135,41850
44559,Canário,C7087,P9543,317,18,5706
44559,Canário,C8048,P7150,384,140,53760
44559,Canário,C8083,P1438,244,159,38796
44559,Canário,C8114,P2307,290,193,55970
44559,Canário,C8131,P9041,54,167,9018
44559,Canário,C9004,P1409,271,32,8672
44559,Canário,C9063,P5053,249,142,35358
44560,Canário,C2338,P9241,97,30,2910
44560,Canário,C2556,P6884,284,144,40896
44560,Canário,C3353,P1454,344,178,61232
44560,Canário,C3991,P7737,101,105,10605
44560,Canário,C4199,P3193,270,64,17280
44560,Canário,C6504,P8975,382,100,38200
44561,Canário,C1572,P1738,250,147,36750
44561,Canário,C2834,P6679,215,57,12255
44561,Canário,C4134,P9399,281,31,8711
44561,Canário,C4387,P6729,62,59,3658
44561,Canário,C4592,P8311,183,28,5124
44561,Canário,C6153,P5129,25,55,1375
44561,Canário,C6236,P7475,319,88,28072
44561,Canário,C6487,P7186,119,16,1904
44561,Canário,C7302,P8965,74,72,5328
44561,Canário,C7980,P2683,305,87,26535
44561,Canário,C9555,P3361,254,96,24384
44561,Canário,C9726,P5256,389,151,58739
